Orthogroup	Actinidia_chinensis	Aegilops_tauschii	Arabidopsis_thaliana	Brachypodium_distachyon	Brassica_napus	Brassica_oleracea	Brassica_rapa	Cajanus_cajan	Capsella_rubella	Capsicum_annuum	Chenopodium_quinoa	Cicer_arietinum	Citrullus_lanatus	Citrus_trifoliata	Cocos_nucifera	Cucumis_sativus	Cucurbita_moschata	Daucus_carota	Elaeis_guineensis	Eucalyptus_grandis	Eustoma_grandiflorum	Fagopyrum_esculentum	Fragaria_vesca	Glycine_soja	Helianthus_annuus	Hordeum_vulgare	Lactuca_sativa	Linum_usitatissimum	Lotus_japonicus	Manihot_esculenta	Marchantia_paleacea	Medicago_truncatula	Musa_acuminata	Musa_balbisiana	Nicotiana_benthamiana	Oryza_sativa	Panax_ginseng	Phaseolus_vulgaris	Phoenix_dactylifera	Poncirus_trifoliata	Populus_trichocarpa	Ricinus_communis	Sesamum_indicum	Setaria_italica	Solanum_lycopersicum	Solanum_pennellii	Solanum_tuberosum	Sorghum_bicolor	Trifolium_pratense	Triticum_aestivum	Triticum_turgidum	Triticum_urartu	Vigna_radiata	Vitis_vinifera	Zea_mays	Adiantum_capillusveneris	Alsophila_spinulosa	Amaranthus_hybridus	Amborella_trichopoda	Ananas_comosus	Apostasia_shenzhenica	Arabidopsis_halleri	Arabidopsis_lyrata	Arachis_hypogaea	Azolla_filiculoides	Boechera_stricta	Brassica_cretica	Brassica_juncea	Brassica_rapa_FPsc	Camelina_sativa_Acsn226	Camelina_sativa_Ames1043	Camelina_sativa_Borowska	Camelina_sativa_CAM116	Camelina_sativa_CAM70	Camelina_sativa_CN113611	Camelina_sativa_Giessen4	Camelina_sativa_Joelle	Camelina_sativa_Licalla	Camelina_sativa_Lindo	Camelina_sativa_Prytzh	Camelina_sativa_Svalof	Capsella_grandiflora	Cardamine_enshiensis	Carica_papaya	Castanea_mollissima	Cephalotus_follicularis	Ceratodon_purpureus	Ceratopteris_richardii	Chara_braunii	Chlamydomonas_reinhardii	Citrus_sinensis	Crambe_hispanica	Cucumis_melo	Dendrobium_catenatum	Descurainia_sophioides	Diptychocarpus_strictus	Ectocarpus_siliculosus	Eruca_vesicaria	Euclidium_syriacum	Eutrema_salsugineum	Ginkgo_biloba	Glycine_max	Gossypium_raimondii	Iberis_amara	Isatis_tinctoria	Klebsormidium_nitens	Lens_culinaris	Lens_ervoides	Lobularia_maritima	Lunaria_annua	Lupinus_angustifolius	Malcolmia_maritima	Malus_domestica	Marchantia_polymorpha	Marsilea_vestita	Megacarpaea_delavayi	Megadenia_pygmaea	Metasequoia_glyptostroboides	Morus_notabilis	Nelumbo_nucifera	Orychophragmus_violaceus	Physcomitrella_patens	Prunus_persica	Rosa_chinensis	Salvinia_cucullata	Schrenkiella_parvula	Selaginella_moellendorffii	Sinapis_alba	Sphagnum_fallax	Spinacia_oleracea	Spirodela_polyrhiza	Tarenaya_hassleriana	Thlaspi_arvense	Thlaspi_arvense_var_AK34W	Thlaspi_arvense_var_Ames_32873	Thlaspi_arvense_var_LorettoMN	Thlaspi_arvense_var_MN106	Thlaspi_arvense_var_MN134	Thlaspi_arvense_var_PI650286	Vicia_faba	Zostera_marina
OG0004074	1	5	1	2	6	3	3	3	1	0	1	2	1	1	2	1	1	1	2	1	2	2	1	4	4	2	2	1	1	2	0	2	6	1	2	3	5	3	1	1	2	1	1	2	1	1	2	1	2	10	5	12	2	1	1	0	0	1	2	3	2	1	1	3	0	1	1	6	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	0	1	0	0	1	3	1	3	1	1	0	8	1	1	0	4	5	3	3	0	2	2	2	2	2	1	1	0	0	1	1	0	1	4	2	0	6	1	0	1	0	4	0	0	1	4	1	1	1	1	1	1	1	2	1
OG0004075	2	1	4	1	15	6	8	2	3	1	2	2	2	1	1	1	1	2	1	5	2	7	1	4	2	1	1	2	2	1	1	3	4	2	2	1	2	2	1	3	2	1	1	0	1	1	1	1	3	3	1	2	3	1	1	1	1	1	5	1	1	3	4	4	1	10	9	16	8	9	8	8	9	9	9	8	9	9	9	8	9	3	8	1	1	1	1	2	2	2	1	6	2	2	4	3	0	13	5	3	2	4	2	8	13	1	8	3	2	5	3	3	2	1	1	2	2	1	1	3	1	1	2	1	1	4	1	10	1	1	1	2	3	3	3	3	3	3	3	3	2
OG0004076	5	1	1	1	4	2	2	2	1	1	4	1	1	2	3	1	1	2	2	3	3	2	2	3	4	1	2	5	1	3	1	2	9	2	2	2	6	2	4	3	3	3	2	2	1	1	1	1	2	3	2	2	1	3	1	3	12	3	1	2	1	1	1	4	2	1	3	5	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	3	1	0	2	0	2	2	2	1	1	1	1	18	4	1	1	2	5	4	1	1	1	2	2	1	2	2	1	10	1	2	2	2	3	2	3	2	0	4	2	1	1	0	6	2	4	1	1	1	1	1	1	1	1	1	24	2
OG0004077	0	15	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	5	0	30	19	34	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0004078	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	18	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0004079	0	3	2	2	7	3	4	1	2	1	1	1	1	2	3	1	2	1	2	1	1	2	1	2	2	3	2	6	1	2	1	1	10	3	2	3	1	1	2	2	2	1	2	1	2	3	1	2	1	5	5	11	1	1	1	0	1	1	0	2	1	2	2	0	1	3	1	8	4	6	6	6	4	6	5	4	5	6	6	6	6	1	5	2	1	0	1	1	2	1	2	3	1	1	3	3	1	6	2	2	2	2	1	7	15	0	1	1	2	3	2	2	4	1	0	2	4	2	1	0	4	2	2	2	1	2	1	7	3	1	1	3	3	3	3	3	3	3	3	0	2
OG0004080	0	1	3	1	13	6	5	3	4	0	2	3	0	3	1	0	0	3	3	2	0	1	1	6	0	1	0	4	4	2	0	3	8	1	0	2	2	3	3	2	2	1	0	1	0	0	0	1	3	8	2	6	3	2	2	0	0	1	1	3	1	3	5	9	0	4	5	12	7	13	9	10	12	13	13	10	12	13	9	9	11	4	4	1	2	0	0	0	0	0	1	6	0	3	4	3	0	8	4	3	0	6	4	4	8	0	3	3	3	5	2	2	2	0	0	3	2	0	1	1	8	0	4	1	1	3	0	10	0	2	2	2	3	4	4	4	4	4	4	2	2
OG0004081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
OG0004082	2	1	2	1	5	3	3	2	2	4	5	2	2	1	2	2	3	2	3	1	4	3	1	3	2	2	2	2	1	2	1	2	6	1	3	1	2	2	2	1	1	1	2	1	2	1	2	1	2	6	4	6	2	1	3	1	1	1	1	2	1	2	2	9	1	2	2	6	3	7	6	6	6	6	6	6	6	6	6	6	5	2	4	1	2	1	1	1	2	0	0	3	2	2	2	2	0	7	2	1	1	3	1	4	9	1	3	3	2	2	2	2	4	1	1	1	2	1	1	1	3	1	4	1	1	2	0	5	1	3	2	1	2	2	2	2	2	2	2	2	2
OG0004083	4	2	3	1	9	5	4	2	3	1	2	2	2	1	2	2	2	3	2	2	4	1	1	4	2	0	2	2	2	2	0	2	9	1	2	2	3	2	2	1	2	1	2	0	1	1	1	2	2	2	3	7	2	1	1	0	0	1	1	1	0	3	3	1	0	3	3	8	4	8	9	9	10	10	11	10	8	9	9	10	8	3	4	1	1	1	0	0	0	0	2	4	2	1	3	2	0	6	1	2	6	4	3	3	10	0	2	2	2	4	3	3	2	0	0	3	2	1	1	1	4	0	2	1	0	3	0	6	0	0	1	3	2	2	2	2	2	2	2	2	1
OG0004084	3	2	1	2	5	2	2	1	1	1	2	2	2	2	2	2	3	2	2	2	3	1	2	2	3	2	2	3	1	3	1	2	5	2	3	2	4	1	1	2	3	2	3	2	2	2	2	2	2	5	4	4	1	3	3	2	5	1	2	1	1	1	1	2	2	1	1	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	2	1	1	4	2	1	2	2	2	1	1	1	1	3	1	1	2	4	3	1	3	1	2	2	1	1	2	1	1	1	2	1	1	1	2	3	2	2	4	2	3	1	3	3	2	1	1	2	1	1	1	1	1	1	1	2	1
OG0004085	6	1	1	1	4	2	2	2	1	1	4	2	1	1	3	1	2	3	3	2	3	4	2	3	2	1	2	2	2	2	1	2	9	3	4	1	6	2	2	1	2	1	2	1	2	2	2	1	2	3	2	3	2	2	2	2	7	3	1	4	2	1	2	5	3	1	2	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	2	1	2	2	1	1	1	2	1	2	1	1	1	3	1	1	5	4	4	4	4	1	2	2	1	2	3	1	3	1	3	2	1	3	1	2	2	3	4	0	2	1	2	3	3	2	1	2	1	1	1	1	1	1	1	2	3
OG0004086	3	2	1	2	5	1	1	2	1	2	4	2	2	1	2	2	2	2	2	1	5	3	2	4	2	2	2	4	2	1	0	2	5	2	4	2	2	2	2	1	4	1	2	2	2	2	2	2	2	6	3	5	2	1	1	4	3	3	1	1	1	1	0	10	2	1	1	3	1	3	3	3	4	4	3	3	3	3	3	3	3	1	4	2	2	1	2	3	0	2	1	1	2	3	1	1	4	5	1	1	2	4	6	1	6	1	2	2	1	1	2	1	4	1	7	1	1	2	1	1	1	6	6	1	2	3	1	2	3	2	1	2	1	1	1	1	1	1	1	2	1
OG0004087	3	1	2	1	10	6	6	2	2	4	2	1	1	1	2	1	2	3	2	1	2	1	1	4	2	1	2	2	2	3	1	2	6	2	4	1	4	2	2	1	2	1	2	1	2	2	2	1	1	3	2	3	2	2	2	1	14	2	1	1	1	4	4	4	1	6	4	7	15	9	10	10	10	11	10	10	10	9	9	9	10	3	5	1	1	1	3	1	1	1	1	5	1	1	3	2	1	38	4	10	1	4	2	20	75	1	1	1	2	9	4	4	2	1	1	12	6	1	1	2	12	4	2	1	1	3	3	6	3	1	1	5	3	3	4	3	3	3	3	1	1
OG0004088	1	1	1	2	7	3	2	1	1	3	4	1	2	1	3	2	3	2	2	1	2	2	1	2	3	1	3	2	3	1	2	1	15	4	4	1	2	1	5	1	2	2	1	2	2	2	2	2	1	3	2	3	1	1	1	4	2	1	1	0	1	1	1	2	2	1	2	5	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	1	3	1	0	1	2	2	3	1	1	0	2	2	2	2	2	2	3	6	1	5	1	2	3	3	1	0	2	4	2	1	3	1	1	2	2	2	1	2	2	2	4	2	1	1	2	2	2	2	2	2	2	2	1	3
OG0004089	4	1	2	1	6	4	5	3	2	2	2	3	2	1	2	2	2	5	2	2	4	2	1	6	1	1	2	2	2	1	0	2	6	1	4	1	3	3	2	1	2	1	2	1	2	2	2	1	2	3	2	2	3	2	1	1	2	2	1	1	1	2	2	8	1	2	3	7	3	7	8	8	7	8	8	7	8	7	7	7	7	2	4	2	2	1	1	1	0	1	0	4	2	1	2	2	0	7	2	2	0	6	1	3	7	0	2	2	3	4	4	2	2	0	2	2	2	1	2	1	5	0	2	0	2	2	1	7	1	1	2	2	2	2	2	2	2	2	2	3	4
OG0004090	4	1	3	1	8	4	4	3	3	1	2	2	2	2	2	2	3	2	2	3	2	2	0	4	1	1	1	3	2	2	1	2	6	3	0	1	4	2	2	2	5	2	2	1	1	1	1	1	2	3	2	4	3	2	1	0	0	1	2	2	2	3	3	4	0	3	0	8	4	9	9	9	9	9	9	9	9	9	9	10	8	3	7	2	2	5	1	0	0	0	2	4	2	1	3	3	0	6	3	3	3	3	2	5	9	0	2	2	2	4	4	3	3	1	0	3	3	3	2	3	3	0	4	1	0	2	1	6	0	1	2	5	3	3	3	3	3	3	3	2	1
OG0004091	2	0	1	0	10	5	6	0	1	10	0	0	1	2	0	1	2	8	0	1	3	1	3	0	4	0	7	3	0	1	0	0	0	0	9	0	9	0	0	4	2	0	5	0	7	8	9	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	2	0	0	2	4	8	5	3	3	3	3	3	3	3	3	3	3	3	3	1	5	1	6	1	0	0	1	0	3	4	1	0	1	2	0	12	5	3	0	0	1	6	6	0	0	0	7	2	0	2	1	0	0	2	1	0	1	2	5	0	2	0	0	3	0	12	0	4	0	2	3	3	3	3	2	3	3	0	0
OG0004092	3	2	1	2	4	3	2	1	1	1	4	2	2	1	2	2	3	2	2	1	10	1	2	4	1	1	1	1	2	2	1	2	3	2	3	1	4	3	2	3	2	1	2	2	2	2	2	2	2	6	3	5	3	1	1	1	4	2	2	1	0	1	1	4	1	2	2	4	2	4	3	3	3	3	4	3	3	3	3	3	3	1	2	1	2	1	2	2	1	0	1	2	2	3	1	1	0	2	1	1	1	4	2	1	3	0	6	2	2	1	3	1	3	1	1	2	1	2	1	2	1	2	4	1	2	1	2	4	1	1	1	3	1	1	1	1	1	1	1	2	2
OG0004093	2	2	2	2	6	3	4	2	2	3	2	2	1	2	2	1	2	3	2	1	3	3	1	4	2	2	1	4	1	3	0	2	6	3	4	2	2	2	2	2	2	1	1	1	2	2	2	1	1	3	2	8	2	1	2	1	1	2	1	3	1	2	2	3	1	2	0	6	3	7	6	6	6	6	6	6	6	6	6	6	6	2	4	2	2	2	0	1	0	0	3	3	1	1	2	2	0	7	2	2	0	4	4	4	8	0	2	1	1	3	3	2	1	0	1	4	3	1	1	2	1	0	2	0	1	2	0	4	0	1	2	3	2	2	2	2	2	2	2	2	2
OG0004094	1	1	1	1	4	2	2	2	1	1	2	2	2	4	1	2	2	2	1	4	2	0	2	2	6	1	4	4	3	2	3	4	6	2	2	1	4	2	1	3	2	2	3	4	1	1	1	2	3	3	2	3	2	2	3	3	4	5	2	2	2	1	1	5	4	1	0	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	3	4	1	2	4	0	0	3	2	2	1	1	1	0	6	1	2	4	4	5	2	11	0	5	5	1	1	2	1	2	3	4	1	1	2	2	2	6	3	6	2	1	2	8	4	4	18	1	2	2	2	2	2	2	2	2	4	2
OG0004095	2	1	2	2	7	4	4	2	2	1	2	2	2	1	2	2	3	2	2	1	1	2	1	4	4	2	3	2	2	2	1	2	9	5	1	1	2	2	2	1	1	1	2	1	1	1	1	1	3	6	3	5	2	1	2	3	3	1	2	1	1	2	3	4	2	2	4	8	4	6	6	6	6	6	6	6	6	6	6	6	6	2	4	1	1	1	1	2	0	0	1	3	2	1	2	2	0	8	2	2	1	4	2	4	6	1	2	2	1	3	3	2	2	1	2	5	2	1	1	4	4	4	2	2	3	2	2	6	2	1	1	3	2	2	2	2	2	2	2	2	1
OG0004096	3	1	2	2	7	4	4	2	2	2	4	1	2	1	1	1	3	1	1	2	2	2	1	3	6	1	3	4	2	1	1	2	6	1	4	2	4	2	2	1	2	1	1	2	2	2	2	2	3	3	2	3	2	1	2	2	4	2	2	1	2	2	2	4	3	2	3	7	4	6	6	6	6	6	6	6	6	6	6	6	6	2	4	1	1	1	2	4	1	1	1	4	2	1	2	2	1	3	2	2	1	4	4	3	5	1	1	1	2	4	2	2	2	1	3	3	2	2	1	3	4	2	2	1	2	2	1	6	2	2	2	3	2	2	2	2	2	2	2	2	1
OG0004097	2	2	1	2	2	1	1	3	1	4	2	2	1	2	1	1	2	1	1	1	2	2	2	5	2	2	2	4	3	3	1	2	7	1	6	2	4	2	2	1	1	2	1	2	3	2	2	2	2	6	4	5	2	2	2	1	3	1	1	1	1	1	1	5	1	1	0	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	2	2	2	3	0	1	2	1	1	1	1	2	1	2	1	1	1	4	2	4	3	1	2	2	2	2	2	1	3	1	1	1	1	1	2	2	4	2	4	2	0	1	1	2	2	1	2	2	1	1	1	1	1	1	1	2	1
OG0004098	3	2	2	2	5	3	3	2	2	1	2	1	1	1	2	1	2	3	2	1	4	2	1	4	3	2	2	1	1	2	1	1	6	2	4	3	4	2	2	1	2	1	2	2	2	2	2	2	1	4	4	5	2	2	4	4	4	2	1	2	1	2	2	4	2	2	3	6	3	6	6	6	6	6	6	6	6	6	6	6	6	2	4	1	3	0	1	2	2	1	1	3	1	1	2	1	0	6	1	2	1	4	4	2	2	1	1	2	1	2	3	2	2	1	1	2	1	1	1	2	3	3	1	0	1	2	0	5	1	1	2	3	2	2	2	2	2	2	2	1	1
OG0004099	3	1	2	1	6	3	3	1	2	2	4	1	2	1	3	2	3	1	3	2	2	4	2	2	2	1	3	2	2	2	2	1	9	3	4	1	7	1	2	1	3	1	2	1	2	2	3	1	1	3	2	3	1	1	1	3	5	2	3	3	3	2	2	2	1	2	3	6	3	6	6	6	6	6	6	6	6	6	6	6	6	2	5	1	1	1	3	3	0	1	1	3	2	2	2	2	1	9	2	2	4	2	3	3	3	1	3	1	3	3	2	2	4	2	2	3	3	6	1	8	3	4	2	5	4	1	2	5	6	0	2	1	2	2	2	2	2	2	2	1	3
OG0004100	4	1	3	1	9	5	5	2	3	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	3	1	3	5	2	2	2	2	5	2	1	1	3	2	2	2	3	2	2	1	2	2	2	1	2	3	1	3	1	1	1	0	0	1	1	3	1	3	3	4	1	3	1	9	5	9	9	9	9	9	9	9	9	9	9	9	9	3	5	1	2	2	0	0	0	0	2	5	1	1	3	3	0	6	3	2	2	4	2	3	10	0	2	2	2	2	2	3	1	1	0	3	3	0	2	1	6	0	4	2	1	3	0	5	0	0	1	2	3	3	3	3	3	3	3	2	2
OG0004101	3	2	2	2	7	3	3	1	3	2	4	1	1	2	3	1	2	2	2	1	4	1	1	4	2	2	1	1	1	1	2	1	5	2	6	1	2	2	4	2	2	1	2	2	2	2	2	2	1	6	4	3	2	1	2	1	5	1	1	1	2	2	2	2	1	2	2	5	3	7	7	8	8	8	8	8	7	8	8	7	7	2	5	2	1	4	2	1	1	1	1	3	2	2	2	2	2	5	2	2	1	4	3	3	4	1	1	1	2	3	2	2	2	2	1	3	1	1	2	2	6	4	2	0	1	1	1	6	3	1	1	2	2	2	2	2	2	2	2	2	1
OG0004102	3	2	2	2	11	6	6	1	2	2	1	1	2	1	2	2	3	1	2	1	0	0	1	2	2	5	1	2	2	2	0	2	6	2	1	2	4	1	2	1	2	1	1	1	2	2	2	2	2	6	2	7	1	1	3	0	0	1	1	1	0	2	2	0	0	2	10	12	6	6	6	6	5	5	5	5	6	6	5	5	6	2	4	1	1	1	0	0	0	0	1	6	2	1	2	2	0	6	2	2	0	2	1	4	8	0	2	2	3	3	3	2	2	0	0	2	2	0	1	2	4	0	2	2	0	2	0	8	0	0	1	2	2	2	2	2	2	2	2	2	1
OG0004103	1	1	5	1	13	7	9	1	5	1	2	3	1	1	3	1	2	2	4	1	2	1	1	1	2	1	1	4	1	2	0	2	7	1	1	1	4	1	5	1	2	1	1	1	1	2	1	1	1	3	2	3	1	2	1	4	9	1	2	3	2	4	5	2	1	2	10	20	8	12	13	13	15	15	12	12	12	12	12	12	12	5	6	1	1	3	2	4	0	0	1	9	1	1	6	4	0	9	6	6	13	1	2	8	14	0	2	2	5	4	2	6	3	0	4	5	3	10	1	4	8	1	4	1	1	5	1	10	0	2	1	5	6	6	6	6	6	6	6	2	2
OG0004104	3	1	3	2	5	3	2	2	4	2	3	2	2	1	2	2	3	2	2	3	2	3	2	3	3	1	1	4	2	2	1	6	3	2	2	1	4	2	3	1	4	2	2	2	1	1	1	2	2	3	0	3	2	1	3	1	2	3	1	1	2	3	3	4	0	2	3	5	2	4	4	4	4	4	4	4	4	4	4	4	4	2	4	2	3	4	2	1	2	3	1	3	2	1	4	2	0	3	2	2	1	7	2	4	8	3	2	2	3	3	3	3	4	1	1	4	2	2	1	2	4	2	4	2	1	2	2	5	1	1	0	2	2	2	2	2	2	2	2	2	3
OG0004105	3	2	2	2	4	3	2	2	2	1	3	1	3	2	2	2	2	2	2	2	3	2	1	2	3	2	2	4	2	3	2	1	6	1	4	2	4	1	3	2	2	1	2	2	1	1	1	2	1	6	4	5	1	1	2	4	4	2	2	2	2	1	2	7	4	1	1	4	2	5	6	6	7	7	7	5	5	7	6	6	6	2	3	2	2	1	3	4	2	1	2	2	2	4	2	2	0	5	2	1	3	5	2	4	11	2	3	2	2	2	1	2	3	1	4	2	2	3	2	2	1	3	4	2	1	3	4	3	3	9	2	2	2	2	2	2	2	2	2	3	2
OG0004106	3	2	2	2	7	2	3	2	2	1	2	2	1	1	2	1	2	3	3	1	2	2	1	4	1	7	1	4	2	2	0	2	6	3	3	2	2	1	2	1	2	1	2	2	2	2	1	2	2	6	2	6	1	1	2	1	2	1	2	3	1	5	2	2	1	2	3	8	3	6	6	6	6	6	6	6	6	6	5	6	6	2	3	1	1	1	2	1	1	0	1	3	1	1	1	1	0	5	1	2	0	4	2	3	2	3	2	2	2	2	5	2	2	0	1	2	2	1	1	2	3	2	2	2	3	2	1	4	1	1	2	3	5	5	4	4	5	5	5	2	1
OG0004107	2	3	2	3	3	2	2	1	2	2	2	1	1	1	1	1	2	1	2	1	2	2	1	2	1	3	1	2	1	3	1	1	9	2	2	4	2	1	2	1	2	1	2	3	2	2	2	3	1	11	5	9	1	1	3	1	2	2	1	2	1	3	2	3	2	2	1	3	2	6	6	6	6	6	6	6	6	5	6	6	6	2	5	1	1	1	1	1	4	1	1	2	1	1	2	2	3	5	2	2	1	2	2	3	5	2	1	1	2	2	2	2	2	1	2	2	2	1	1	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2
OG0004108	2	4	1	3	2	1	1	1	1	1	2	2	1	2	2	1	1	1	3	4	1	2	1	1	2	3	1	4	1	2	1	2	3	1	1	3	2	1	2	2	2	1	2	4	1	1	1	6	2	10	5	12	1	1	5	0	2	2	1	1	2	1	1	2	2	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	0	2	1	1	1	3	2	1	1	2	1	1	0	2	1	1	1	1	2	2	4	1	2	2	1	1	2	1	2	1	1	1	1	2	2	1	1	1	6	1	1	1	1	2	2	0	0	1	1	1	1	1	1	1	1	2	1
OG0004109	2	2	2	2	5	2	2	1	2	1	2	1	1	1	2	1	2	1	3	1	3	4	1	2	3	2	2	2	1	2	1	1	10	4	3	2	2	1	4	1	2	1	2	2	3	2	3	2	1	6	3	5	1	3	3	2	6	1	1	1	1	2	2	2	1	2	6	4	2	6	6	6	6	6	6	6	6	6	6	6	6	2	4	1	1	1	1	2	1	1	1	2	1	1	2	2	1	5	2	1	1	2	3	4	12	1	1	1	2	4	2	2	2	1	0	2	2	2	1	2	2	4	2	1	1	2	2	5	2	1	2	2	2	2	2	2	2	2	2	1	1
OG0004110	2	2	1	2	4	2	2	1	1	2	2	1	1	3	2	1	2	2	2	1	4	1	1	2	4	2	2	2	1	2	1	1	9	3	4	2	2	1	2	4	1	1	2	2	2	2	3	2	1	6	4	6	1	2	5	1	2	2	2	2	1	1	1	10	1	1	1	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	0	1	2	1	0	1	3	1	1	1	1	1	2	3	1	1	1	2	2	3	1	1	1	1	1	2	3	1	2	1	1	1	1	1	1	2	2	3	2	1	1	1	1	3	2	1	3	2	1	2	1	1	1	1	1	1	1
OG0004111	3	1	2	1	6	3	3	2	2	2	1	2	1	2	2	1	1	4	2	2	2	1	2	7	3	1	3	5	2	2	1	2	3	1	3	1	6	2	2	2	3	2	2	1	2	2	2	1	2	3	2	3	2	4	1	2	7	0	2	0	1	2	2	11	2	2	4	7	3	7	7	7	6	7	7	6	7	7	7	7	7	2	6	4	2	2	3	1	1	1	2	3	1	1	2	2	1	5	2	2	3	9	3	4	5	2	2	2	2	2	1	2	4	1	2	2	2	1	2	1	2	3	3	1	2	2	1	7	2	3	2	1	3	3	3	3	3	3	3	4	1
OG0004112	3	1	1	1	6	3	3	1	1	2	4	1	1	1	3	1	2	2	2	2	7	4	2	2	2	1	2	2	1	3	2	1	9	3	4	1	4	1	3	1	2	1	3	1	2	3	3	1	2	3	2	3	1	1	2	3	3	3	1	2	1	1	1	4	1	1	5	6	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	2	1	3	1	1	1	1	3	1	1	1	1	1	4	1	1	1	2	5	3	1	1	1	1	2	2	3	1	4	2	1	2	1	1	1	2	2	3	4	0	1	2	1	5	2	3	1	2	2	1	1	1	1	1	1	1	1
OG0004113	3	5	1	0	5	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	4	1	0	2	2	3	1	2	0	1	1	1	8	1	1	2	4	1	2	1	2	1	1	4	1	1	1	2	1	16	6	13	1	0	5	1	8	1	1	1	1	1	1	1	1	1	2	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	0	2	2	0	1	1	2	2	2	1	1	0	3	1	0	2	2	2	1	6	1	0	0	1	1	1	1	2	1	1	2	1	0	1	1	2	5	2	0	1	1	0	3	3	1	1	4	1	1	1	1	1	1	1	0	1
OG0004114	3	2	2	3	8	4	3	1	4	2	2	1	1	4	1	2	1	1	1	6	2	1	1	2	1	2	1	3	1	3	4	1	3	1	3	4	2	1	1	2	1	2	1	2	2	2	2	2	1	6	4	4	1	2	3	1	1	1	6	2	1	6	6	2	1	2	7	8	4	15	14	13	16	14	14	13	15	13	13	14	13	3	6	1	2	4	5	1	1	2	2	4	1	3	3	5	6	8	4	2	1	3	3	5	18	1	1	1	4	3	3	3	2	1	1	2	3	4	1	2	4	4	2	1	1	3	2	5	1	1	1	2	6	6	5	5	6	6	5	2	4
OG0004115	1	1	2	1	5	3	3	1	1	2	2	1	1	1	2	1	1	8	1	1	2	10	1	2	2	1	1	1	2	1	1	1	3	2	4	2	2	1	1	1	1	1	1	1	6	7	8	1	1	3	3	4	1	4	4	1	4	1	3	0	1	1	2	4	1	2	5	6	3	5	5	5	4	6	5	5	4	5	5	4	5	1	2	1	1	1	0	1	1	1	1	5	1	1	4	1	5	6	2	1	1	2	1	5	5	6	5	5	1	1	2	2	1	1	1	2	1	1	1	1	2	0	2	1	1	1	1	4	2	2	1	2	1	1	1	1	1	1	1	3	0
OG0004116	1	1	2	2	7	3	3	1	1	2	4	1	1	2	1	1	2	1	2	1	4	2	2	3	2	2	4	2	1	2	0	1	15	4	5	1	2	2	2	2	2	2	2	1	1	1	3	1	1	4	2	3	1	2	3	1	3	1	1	2	2	2	2	4	2	2	2	6	3	5	5	5	7	7	5	5	6	6	5	5	5	1	2	2	2	3	4	3	2	1	2	3	1	2	1	2	1	5	2	2	2	3	3	4	13	1	2	2	3	2	2	1	3	2	3	4	1	0	1	4	3	4	2	1	2	1	4	5	4	2	2	1	2	2	2	2	2	2	2	1	1
